,Unnamed: 0,0-25%,25-50%,50-75%,75-100%,major_class
1239,pozo_6_img_154.png,Fino,Fino,Fino,Medio,Fino
1240,pozo_6_img_155.png,Medio,Fino,Fino,Fino,Fino
1244,pozo_6_img_170.png,Fino,Muy fino,Fino,Fino,Fino
1245,pozo_6_img_184.png,Fino,Fino,Muy fino,Fino,Fino
1249,pozo_6_img_210.png,Fino,Fino,Fino,Fino,Fino
1313,pozo_6_img_67.png,Granulo o mayor,Granulo o mayor,Grueso,Grueso,Granulo o mayor
1314,pozo_6_img_74.png,Granulo o mayor,Granulo o mayor,Granulo o mayor,Grueso,Granulo o mayor
1315,pozo_6_img_77.png,Grueso,Granulo o mayor,Granulo o mayor,Granulo o mayor,Granulo o mayor
1316,pozo_6_img_78.png,Granulo o mayor,Grueso,Granulo o mayor,Granulo o mayor,Granulo o mayor
1317,pozo_6_img_81.png,Granulo o mayor,Granulo o mayor,Granulo o mayor,Granulo o mayor,Granulo o mayor
1333,pozo_6_img_181.png,Limo,Limo,Limo,Limo,Limo
1334,pozo_6_img_187.png,Limo,Limo,Limo,Limo,Limo
1335,pozo_6_img_188.png,Limo,Limo,Limo,Limo,Limo
1336,pozo_6_img_223.png,Limo,Limo,Limo,Limo,Limo
1337,pozo_6_img_224.png,Limo,Limo,Limo,Limo,Limo
1338,pozo_6_img_225.png,Limo,Limo,Limo,Limo,Limo
1339,pozo_6_img_226.png,Limo,Limo,Limo,Limo,Limo
1340,pozo_6_img_230.png,Limo,Limo,Limo,Limo,Limo
1341,pozo_6_img_231.png,Limo,Limo,Limo,Limo,Limo
1342,pozo_6_img_255.png,Limo,Limo,Limo,Limo,Limo
1343,pozo_6_img_256.png,Limo,Limo,Limo,Limo,Limo
1344,pozo_6_img_257.png,Limo,Limo,Limo,Limo,Limo
1345,pozo_6_img_258.png,Limo,Limo,Limo,Limo,Limo
1346,pozo_6_img_273.png,Limo,Limo,Limo,Limo,Limo
1347,pozo_6_img_274.png,Limo,Limo,Limo,Limo,Limo
1348,pozo_6_img_275.png,Limo,Limo,Limo,Limo,Limo
1349,pozo_6_img_280.png,Limo,Limo,Limo,Limo,Limo
1350,pozo_6_img_291.png,Limo,Limo,Limo,Limo,Limo
1351,pozo_6_img_292.png,Limo,Limo,Limo,Limo,Limo
1352,pozo_6_img_293.png,Limo,Limo,Limo,Limo,Limo
1353,pozo_6_img_294.png,Limo,Limo,Limo,Limo,Limo
1354,pozo_6_img_295.png,Limo,Limo,Limo,Limo,Limo
1355,pozo_6_img_296.png,Limo,Limo,Limo,Limo,Limo
1356,pozo_6_img_307.png,Limo,Limo,Limo,Limo,Limo
1357,pozo_6_img_308.png,Limo,Limo,Limo,Limo,Limo
1358,pozo_6_img_309.png,Limo,Limo,Limo,Limo,Limo
1359,pozo_6_img_316.png,Limo,Limo,Limo,Limo,Limo
1360,pozo_6_img_345.png,Limo,Limo,Limo,Limo,Limo
1361,pozo_6_img_346.png,Limo,Limo,Limo,Limo,Limo
1362,pozo_6_img_347.png,Limo,Limo,Limo,Limo,Limo
1363,pozo_6_img_348.png,Limo,Limo,Limo,Limo,Limo
1365,pozo_6_img_92.png,Muy fino,Fino,Fino,Fino,Fino
1366,pozo_6_img_171.png,Fino,Fino,Limo,Limo,Limo
1367,pozo_6_img_179.png,Limo,Fino,Fino,Fino,Fino
1368,pozo_6_img_190.png,Fino,Fino,Limo,Fino,Fino
1369,pozo_6_img_191.png,Fino,Limo,Limo,Limo,Limo
1370,pozo_6_img_192.png,Limo,Limo,Fino,Limo,Limo
1371,pozo_6_img_193.png,Fino,Fino,Fino,Fino,Fino
1372,pozo_6_img_194.png,Limo,Fino,Fino,Fino,Fino
1373,pozo_6_img_233.png,Limo,Fino,Limo,Fino,Limo
1374,pozo_6_img_287.png,Fino,Fino,Fino,Fino,Fino
1375,pozo_6_img_290.png,Fino,Fino,Fino,Limo,Fino
1376,pozo_6_img_116.png,Limo,Limo,Limo,Limo,Limo
1377,pozo_6_img_118.png,Limo,Limo,Limo,Granulo o mayor,Limo
1378,pozo_6_img_301.png,Grueso,Grueso,Limo,Limo,Limo
1379,pozo_6_img_302.png,Limo,Limo,Grueso,Grueso,Limo
1384,pozo_6_img_297.png,Limo,Limo,Grueso,Fino,Limo
1387,pozo_6_img_207.png,Muy fino,Limo,Muy fino,Limo,Limo
1388,pozo_6_img_276.png,Limo,Limo,Limo,Muy fino,Limo
1390,pozo_6_img_278.png,Muy fino,Limo,Limo,Limo,Limo
1391,pozo_6_img_279.png,Limo,Muy fino,Limo,Limo,Limo
1491,pozo_6_img_110.png,Limo,Limo,Limo,Limo,Limo
1492,pozo_6_img_113.png,Limo,Limo,Medio,Medio,Limo
1493,pozo_6_img_115.png,Medio,Limo,Limo,Medio,Limo
1494,pozo_6_img_214.png,Medio,Medio,Limo,Limo,Limo
1495,pozo_6_img_254.png,Medio,Medio,Limo,Limo,Limo
1496,pozo_6_img_281.png,Limo,Limo,Limo,Medio,Limo
1499,pozo_6_img_222.png,Medio,Limo,Limo,Muy fino,Limo
1529,pozo_7_img_1.png,Fino,Fino,Fino,Fino,Fino
1530,pozo_7_img_2.png,Fino,Fino,Fino,Fino,Fino
1531,pozo_7_img_3.png,Fino,Fino,Fino,Fino,Fino
1532,pozo_7_img_4.png,Fino,Fino,Fino,Fino,Fino
1533,pozo_7_img_5.png,Fino,Fino,Fino,Fino,Fino
1534,pozo_7_img_6.png,Fino,Fino,Fino,Fino,Fino
1535,pozo_7_img_7.png,Fino,Fino,Fino,Limo,Fino
1536,pozo_7_img_8.png,Muy fino,Limo,Limo,Limo,Limo
1537,pozo_7_img_9.png,Limo,Limo,Limo,Limo,Limo
1538,pozo_7_img_10.png,Limo,Limo,Limo,Limo,Limo
1539,pozo_7_img_11.png,Limo,Limo,Limo,Limo,Limo
1540,pozo_7_img_12.png,Fino,Fino,Fino,Fino,Fino
1541,pozo_7_img_13.png,Fino,Fino,Fino,Fino,Fino
1542,pozo_7_img_14.png,Fino,Fino,Fino,Fino,Fino
1543,pozo_7_img_15.png,Fino,Fino,Fino,Fino,Fino
1544,pozo_7_img_16.png,Fino,Fino,Fino,no,Fino
1545,pozo_7_img_17.png,Fino,Fino,Fino,Fino,Fino
1546,pozo_7_img_18.png,Fino,Fino,Fino,Fino,Fino
1547,pozo_7_img_19.png,Limo,Limo,Limo,Limo,Limo
1548,pozo_7_img_20.png,Limo,Limo,Limo,Grueso,Limo
1557,pozo_7_img_29.png,Grueso,Grueso,Granulo o mayor,Granulo o mayor,Granulo o mayor
1558,pozo_7_img_30.png,Granulo o mayor,Granulo o mayor,Granulo o mayor,Granulo o mayor,Granulo o mayor
1559,pozo_7_img_31.png,Granulo o mayor,Granulo o mayor,Granulo o mayor,Granulo o mayor,Granulo o mayor
1560,pozo_7_img_32.png,Granulo o mayor,Granulo o mayor,Granulo o mayor,Granulo o mayor,Granulo o mayor
1561,pozo_7_img_33.png,Granulo o mayor,Granulo o mayor,Granulo o mayor,Granulo o mayor,Granulo o mayor
1562,pozo_7_img_34.png,Granulo o mayor,Granulo o mayor,Granulo o mayor,Granulo o mayor,Granulo o mayor
1563,pozo_7_img_35.png,Granulo o mayor,Granulo o mayor,Granulo o mayor,Granulo o mayor,Granulo o mayor
1564,pozo_7_img_36.png,Granulo o mayor,Granulo o mayor,Granulo o mayor,Granulo o mayor,Granulo o mayor
1565,pozo_7_img_37.png,Granulo o mayor,Granulo o mayor,Granulo o mayor,Granulo o mayor,Granulo o mayor
1566,pozo_7_img_38.png,Granulo o mayor,Granulo o mayor,Granulo o mayor,Granulo o mayor,Granulo o mayor
1567,pozo_7_img_39.png,Granulo o mayor,Granulo o mayor,Granulo o mayor,Granulo o mayor,Granulo o mayor
1568,pozo_7_img_40.png,Granulo o mayor,Granulo o mayor,Granulo o mayor,Granulo o mayor,Granulo o mayor
1571,pozo_7_img_42.png,Granulo o mayor,Granulo o mayor,Granulo o mayor,Granulo o mayor,Granulo o mayor
1572,pozo_7_img_43.png,Granulo o mayor,Granulo o mayor,Granulo o mayor,Granulo o mayor,Granulo o mayor
1579,pozo_7_img_50.png,Medio,Medio,Granulo o mayor,Granulo o mayor,Granulo o mayor
1580,pozo_7_img_51.png,Granulo o mayor,Granulo o mayor,Granulo o mayor,Granulo o mayor,Granulo o mayor
1582,pozo_7_img_53.png,Fino,Fino,Fino,Fino,Fino
1591,pozo_7_img_62.png,Fino,Fino,Fino,Fino,Fino
1592,pozo_7_img_63.png,Fino,Fino,Fino,Fino,Fino
1593,pozo_7_img_64.png,Fino,Fino,Fino,Fino,Fino
1594,pozo_7_img_65.png,Fino,Fino,Fino,Fino,Fino
1595,pozo_7_img_66.png,Fino,Fino,Fino,Fino,Fino
1596,pozo_7_img_67.png,Fino,Fino,Fino,Fino,Fino
1597,pozo_7_img_68.png,Fino,Fino,Fino,no,Fino
1605,pozo_7_img_76.png,Grueso,Grueso,Grueso,Grueso,Grueso
1608,pozo_7_img_79.png,Grueso,Grueso,Grueso,Grueso,Grueso
