,Unnamed: 0,0-25%,25-50%,50-75%,75-100%,major_class
0,pozo_1_img_123.png,Fino,Arcilla,Fino,Fino,Fino
1,pozo_1_img_124.png,Fino,Fino,Arcilla,Fino,Fino
2,pozo_1_img_125.png,Fino,Grueso,Grueso,Grueso,Grueso
3,pozo_1_img_135.png,Grueso,Grueso,Arcilla,Arcilla,Arcilla
4,pozo_1_img_136.png,Arcilla,Arcilla,Arcilla,Muy fino,Arcilla
5,pozo_1_img_1.png,Fino,Fino,Fino,Fino,Fino
6,pozo_1_img_4.png,Fino,Fino,Fino,Fino,Fino
7,pozo_1_img_5.png,Fino,Fino,Fino,Fino,Fino
8,pozo_1_img_6.png,Fino,Fino,Fino,Fino,Fino
9,pozo_1_img_7.png,Fino,Fino,Fino,Fino,Fino
10,pozo_1_img_8.png,Fino,Fino,Fino,Fino,Fino
11,pozo_1_img_9.png,Fino,Fino,Fino,Fino,Fino
12,pozo_1_img_10.png,Fino,Fino,Fino,Fino,Fino
13,pozo_1_img_11.png,Fino,Fino,Fino,Fino,Fino
14,pozo_1_img_12.png,Fino,Fino,Fino,Fino,Fino
15,pozo_1_img_13.png,Fino,Fino,Fino,Fino,Fino
16,pozo_1_img_14.png,Fino,Fino,Fino,Fino,Fino
17,pozo_1_img_65.png,Fino,Fino,Fino,Fino,Fino
18,pozo_1_img_119.png,Fino,Fino,Fino,Fino,Fino
19,pozo_1_img_120.png,Fino,Fino,Fino,Fino,Fino
20,pozo_1_img_121.png,Fino,Fino,Fino,Fino,Fino
21,pozo_1_img_122.png,Fino,Fino,Fino,Fino,Fino
22,pozo_1_img_145.png,Fino,Fino,Fino,Fino,Fino
23,pozo_1_img_153.png,Fino,Fino,Fino,Fino,Fino
24,pozo_1_img_154.png,Fino,Fino,Fino,Fino,Fino
25,pozo_1_img_155.png,Fino,Fino,Fino,Fino,Fino
26,pozo_1_img_178.png,Fino,Fino,Fino,Fino,Fino
27,pozo_1_img_180.png,Fino,Fino,Fino,Fino,Fino
28,pozo_1_img_33.png,Granulo o mayor,Granulo o mayor,Granulo o mayor,Fino,Granulo o mayor
29,pozo_1_img_141.png,Fino,Fino,Medio,Medio,Medio
30,pozo_1_img_156.png,Medio,Fino,Fino,Fino,Fino
31,pozo_1_img_157.png,Medio,Fino,Medio,Fino,Medio
32,pozo_1_img_143.png,Fino,Muy fino,Medio,Medio,Medio
33,pozo_1_img_29.png,Grueso,Grueso,Grueso,Grueso,Grueso
34,pozo_1_img_34.png,Grueso,Grueso,Grueso,Grueso,Grueso
35,pozo_1_img_66.png,Grueso,Grueso,Grueso,Grueso,Grueso
36,pozo_1_img_67.png,Grueso,Grueso,Grueso,Grueso,Grueso
37,pozo_1_img_68.png,Grueso,Grueso,Grueso,Grueso,Grueso
38,pozo_1_img_69.png,Grueso,Grueso,Grueso,Grueso,Grueso
39,pozo_1_img_76.png,Grueso,Grueso,Grueso,Grueso,Grueso
40,pozo_1_img_77.png,Grueso,Grueso,Grueso,Grueso,Grueso
41,pozo_1_img_86.png,Grueso,Grueso,Grueso,Grueso,Grueso
42,pozo_1_img_87.png,Grueso,Grueso,Grueso,Grueso,Grueso
43,pozo_1_img_88.png,Grueso,Grueso,Grueso,Grueso,Grueso
44,pozo_1_img_91.png,Grueso,Grueso,Grueso,Grueso,Grueso
